0.069	0
0.121	1
0.155	0
0.16	0
0.189	1
0.19	0
0.194	0
0.219	0
0.22	0
0.228	1
0.232	0
0.234	0
0.237	0
0.242	0
0.246	0
0.249	0
0.27	0
0.281	0
0.284	0
0.285	0
0.289	0
0.291	0
0.299	1
0.305	0
0.316	0
0.325	0
0.329	0
0.333	0
0.338	0
0.34	0
0.341	0
0.342	0
0.349	0
0.349	0
0.351	0
0.352	0
0.355	0
0.359	0
0.361	0
0.361	0
0.363	0
0.363	0
0.363	0
0.364	0
0.369	0
0.37	0
0.371	0
0.371	0
0.376	0
0.376	0
0.378	0
0.385	0
0.385	0
0.389	0
0.39	0
0.39	0
0.394	0
0.394	0
0.395	0
0.395	0
0.398	0
0.398	0
0.403	0
0.406	0
0.407	0
0.407	0
0.408	0
0.412	0
0.415	0
0.415	0
0.418	0
0.42	0
0.42	0
0.421	0
0.421	0
0.421	0
0.423	0
0.426	0
0.428	0
0.428	0
0.43	0
0.432	0
0.433	0
0.433	0
0.434	0
0.434	0
0.434	0
0.435	0
0.438	0
0.44	0
0.44	0
0.441	0
0.444	0
0.445	0
0.445	0
0.445	0
0.449	0
0.449	0
0.45	0
0.452	0
0.452	0
0.455	0
0.457	0
0.457	0
0.462	0
0.463	0
0.464	0
0.464	0
0.465	0
0.467	0
0.469	0
0.47	0
0.475	0
0.475	0
0.479	0
0.481	0
0.481	0
0.481	0
0.482	0
0.482	0
0.483	0
0.485	0
0.487	0
0.489	0
0.489	0
0.491	0
0.492	0
0.496	0
0.497	1
0.497	0
0.497	0
0.498	0
0.499	0
0.5	0
0.502	0
0.503	0
0.504	0
0.505	0
0.505	0
0.506	0
0.506	0
0.508	0
0.509	0
0.51	0
0.51	0
0.514	0
0.515	0
0.515	0
0.515	0
0.516	0
0.516	0
0.516	0
0.516	0
0.517	0
0.518	0
0.518	0
0.519	1
0.519	0
0.519	0
0.52	0
0.521	0
0.521	0
0.522	0
0.524	0
0.527	0
0.529	0
0.532	0
0.532	0
0.532	0
0.534	0
0.534	0
0.534	0
0.534	0
0.535	0
0.538	0
0.539	0
0.539	0
0.539	0
0.544	0
0.545	0
0.546	0
0.546	0
0.547	0
0.547	0
0.548	0
0.548	0
0.549	0
0.55	0
0.55	0
0.55	0
0.551	0
0.552	0
0.553	0
0.554	0
0.554	0
0.555	0
0.555	0
0.555	0
0.555	0
0.556	0
0.559	0
0.559	0
0.562	0
0.562	0
0.563	0
0.564	0
0.567	0
0.569	0
0.57	0
0.571	0
0.572	0
0.573	0
0.576	0
0.576	0
0.579	1
0.579	0
0.58	0
0.581	0
0.582	0
0.583	0
0.584	0
0.585	0
0.586	1
0.587	0
0.588	0
0.588	0
0.59	0
0.591	0
0.593	0
0.594	0
0.597	0
0.6	0
0.601	0
0.602	0
0.602	0
0.602	0
0.603	0
0.606	0
0.608	0
0.609	0
0.609	0
0.612	0
0.614	0
0.614	0
0.614	0
0.615	0
0.616	0
0.617	0
0.621	0
0.624	0
0.63	1
0.63	0
0.632	0
0.632	0
0.636	0
0.639	0
0.639	0
0.639	1
0.639	0
0.643	0
0.645	0
0.645	0
0.647	1
0.648	0
0.649	0
0.649	0
0.655	0
0.656	0
0.657	0
0.658	0
0.658	0
0.661	0
0.661	0
0.662	0
0.666	1
0.669	0
0.669	1
0.676	1
0.676	1
0.678	1
0.678	0
0.683	0
0.684	0
0.687	1
0.688	1
0.691	0
0.692	0
0.699	0
0.703	1
0.704	1
0.705	1
0.705	0
0.708	0
0.709	1
0.709	1
0.709	1
0.714	0
0.714	1
0.714	1
0.716	0
0.718	1
0.719	1
0.723	1
0.728	1
0.731	1
0.732	1
0.732	1
0.734	1
0.734	1
0.735	0
0.735	0
0.736	0
0.736	1
0.738	1
0.745	1
0.747	1
0.75	1
0.751	0
0.753	1
0.753	1
0.754	0
0.756	1
0.756	1
0.756	1
0.757	0
0.758	0
0.758	1
0.759	0
0.76	1
0.761	1
0.762	1
0.762	1
0.763	0
0.767	0
0.769	0
0.77	1
0.771	1
0.771	1
0.773	1
0.773	1
0.774	1
0.775	1
0.775	0
0.776	0
0.778	1
0.782	1
0.784	1
0.785	1
0.787	1
0.789	1
0.793	1
0.794	1
0.795	1
0.8	0
0.802	1
0.805	1
0.805	1
0.807	0
0.808	0
0.809	1
0.815	0
0.816	1
0.816	1
0.817	1
0.818	1
0.819	0
0.823	1
0.826	1
0.827	1
0.831	1
0.833	1
0.835	1
0.835	1
0.835	1
0.836	1
0.841	1
0.843	1
0.846	1
0.846	0
0.846	1
0.847	0
0.848	1
0.85	1
0.852	1
0.853	1
0.856	1
0.856	0
0.856	1
0.858	1
0.862	1
0.862	1
0.863	1
0.864	1
0.866	1
0.867	1
0.868	1
0.869	1
0.872	1
0.872	1
0.876	1
0.88	1
0.882	1
0.884	1
0.884	1
0.886	1
0.888	1
0.889	0
0.9	1
0.9	1
0.902	1
0.905	1
0.913	1
0.914	1
0.917	1
0.917	1
0.919	1
0.924	1
0.925	1
0.926	1
0.927	1
0.932	1
0.933	1
0.933	1
0.934	1
0.937	1
0.937	1
0.938	1
0.938	1
0.94	1
0.94	1
0.94	1
0.941	1
0.944	1
0.946	0
0.946	1
0.947	1
0.948	1
0.951	1
0.951	1
0.952	1
0.956	1
0.957	1
